Date,Forecast
2023-01-01,33908.73340829817
2023-01-02,33908.73342354322
2023-01-03,33908.73340433684
2023-01-04,33908.73342515751
2023-01-05,33908.733404951476
2023-01-06,33908.73342263646
2023-01-07,33908.7334089077
2023-01-08,33908.733417801384
2023-01-09,33908.7334140447
2023-01-10,33908.73341290104
2023-01-11,33908.73341825635
2023-01-12,33908.73340970948
2023-01-13,33908.73342023533
2023-01-14,33908.73340899418
2023-01-15,33908.733419765624
2023-01-16,33908.73341046344
2023-01-17,33908.73341755832
2023-01-18,33908.733413105765
2023-01-19,33908.73341479091
2023-01-20,33908.7334157125
2023-01-21,33908.7334125812
2023-01-22,33908.73341735552
2023-01-23,33908.733411599074
2023-01-24,33908.73341765834
2023-01-25,33908.73341192527
2023-01-26,33908.7334168091
2023-01-27,33908.733413152826
2023-01-28,33908.73341536795
2023-01-29,33908.7334146413
2023-01-30,33908.733413983486
2023-01-31,33908.73341579841
2023-02-01,33908.73341314028
2023-02-02,33908.73341628207
2023-02-03,33908.733413021204
2023-02-04,33908.73341606779
2023-02-05,33908.733413508606
2023-02-06,33908.733415387134
2023-02-07,33908.73341429313
2023-02-08,33908.733414587805
2023-02-09,33908.73341502724
2023-02-10,33908.733413983115
2023-02-11,33908.73341545852
2023-02-12,33908.73341374708
2023-02-13,33908.733415499184
2023-02-14,33908.733413882794
2023-02-15,33908.73341522116
2023-02-16,33908.733414259164
2023-02-17,33908.73341479488
2023-02-18,33908.73341468775
2023-02-19,33908.73341440625
2023-02-20,33908.73341500308
2023-02-21,33908.73341418648
2023-02-22,33908.73341511702
2023-02-23,33908.73341417708
2023-02-24,33908.733415033275
2023-02-25,33908.73341433482
2023-02-26,33908.7334148257
2023-02-27,33908.733414566035
2023-02-28,33908.73341459626
2023-03-01,33908.73341477143
2023-03-02,33908.733414432194
2023-03-03,33908.73341488297
2023-03-04,33908.73341437792
2023-03-05,33908.73341488139
2023-03-06,33908.733414428614
2023-03-07,33908.733414792325
2023-03-08,33908.73341454282
2023-03-09,33908.73341466713
2023-03-10,33908.733414665454
2023-03-11,33908.73341455876
2023-03-12,33908.73341475062
2023-03-13,33908.7334145024
2023-03-14,33908.733414776034
2023-03-15,33908.73341450677
2023-03-16,33908.7334147458
2023-03-17,33908.733414556846
2023-03-18,33908.73341468311
2023-03-19,33908.73341462452
2023-03-20,33908.73341461766
2023-03-21,33908.73341468159
2023-03-22,33908.73341457356
2023-03-23,33908.73341470992
2023-03-24,33908.73341456192
2023-03-25,33908.7334147057
2023-03-26,33908.73341457972
2023-03-27,33908.73341467765
2023-03-28,33908.73341461406
2023-03-29,33908.73341464112
2023-03-30,33908.73341464893
2023-03-31,33908.73341461112
2023-04-01,33908.733414671704
2023-04-02,33908.73341459696
2023-04-03,33908.73341467688
2023-04-04,33908.733414600225
2023-04-05,33908.733414666494
2023-04-06,33908.733414615876
2023-04-07,33908.73341464773
2023-04-08,33908.73341463556
2023-04-09,33908.733414629176
2023-04-10,33908.7334146513
2023-04-11,33908.73341461745
2023-04-12,33908.73341465833
2023-04-13,33908.73341461525
2023-04-14,33908.73341465605
2023-04-15,33908.73341462125
2023-04-16,33908.733414647344
2023-04-17,33908.73341463149
2023-04-18,33908.73341463676
2023-04-19,33908.73341464134
2023-04-20,33908.73341462851
2023-04-21,33908.73341464736
2023-04-22,33908.73341462504
2023-04-23,33908.73341464823
2023-04-24,33908.73341462654
2023-04-25,33908.73341464478
2023-04-26,33908.73341463137
2023-04-27,33908.73341463921
2023-04-28,33908.73341463706
