ds,Forecast
2020-11-08,29080.112259446905
2020-11-09,29132.821383503342
2020-11-10,29205.80748644428
2020-11-11,29271.169713363925
2020-11-12,29316.31418351591
2020-11-13,29386.6849231072
2020-11-14,29431.06983580975
2020-11-15,29477.048923357648
2020-11-16,29522.009272430376
2020-11-17,29586.413104083993
2020-11-18,29642.210531946366
2020-11-19,29676.66186435584
2020-11-20,29735.07665098044
2020-11-21,29766.127732495075
2020-11-22,29797.307246844965
2020-11-23,29825.948798533474
2020-11-24,29872.501830335194
2020-11-25,29908.949591753924
2020-11-26,29922.635319797533
2020-11-27,29959.00364745364
2020-11-28,29966.91537324796
2020-11-29,29974.102428680682
2020-11-30,29978.18724028664
2020-12-01,29999.952530708273
2020-12-02,30011.753030261672
2020-12-03,30001.33384392567
2020-12-04,30014.562670679243
2020-12-05,30000.734237929428
2020-12-06,29988.014059109217
2020-12-07,29974.446017135466
2020-12-08,29981.210150262268
2020-12-09,29981.022460781976
2020-12-10,29961.94184721996
2020-12-11,29970.091708963133
2020-12-12,29954.95492384134
2020-12-13,29944.809619969135
2020-12-14,29937.730523452534
2020-12-15,29954.84249415637
2020-12-16,29968.718254567004
2020-12-17,29967.18553942083
2020-12-18,29996.051279607967
2020-12-19,30004.40151978107
2020-12-20,30020.04442292103
2020-12-21,30040.521008991534
2020-12-22,30086.370041518312
2020-12-23,30129.538809216865
2020-12-24,30157.204719068905
2020-12-25,30214.51495746254
2020-12-26,30249.902525531113
2020-12-27,30290.545582598155
2020-12-28,30333.39431074867
2020-12-29,30398.45127731886
2020-12-30,30457.19661458442
2020-12-31,30496.422526410206
2021-01-01,30560.984004656097
2021-01-02,30599.123731310647
2021-01-03,30637.937823527176
2021-01-04,30674.406419684212
2021-01-05,30728.674937008294
2021-01-06,30772.477247411833
2021-01-07,30792.965285308826
2021-01-08,30835.452051770844
2021-01-09,30848.726148922993
2021-01-10,30860.504732741803
2021-01-11,30868.44918106852
2021-01-12,30893.429666522945
2021-01-13,30907.930291578974
2021-01-14,30899.859751176795
2021-01-15,30915.274968154747
2021-01-16,30903.67633305676
2021-01-17,30912.292058813695
2021-01-18,30920.525833091742
2021-01-19,30949.75563754393
2021-01-20,30972.874613159773
2021-01-21,30978.089928155827
2021-01-22,31011.637300195798
2021-01-23,31023.070065050957
2021-01-24,31040.690367279338
2021-01-25,31062.547367647392
2021-01-26,31109.689148927504
2021-01-27,31154.560349615233
2021-01-28,31184.810732959413
2021-01-29,31246.022241173316
2021-01-30,31287.01312998047
2021-01-31,31335.286395695777
2021-02-01,31388.046969075283
2021-02-02,31465.473890800597
2021-02-03,31539.138997178157
2021-02-04,31595.836801277306
2021-02-05,31680.33258956264
2021-02-06,31740.68680546728
2021-02-07,31803.722428095785
2021-02-08,31866.059349001487
2021-02-09,31947.40153550418
2021-02-10,32018.96813853258
2021-02-11,32067.332924862923
2021-02-12,32137.178821357193
2021-02-13,32176.625488813053
2021-02-14,32212.69656199718
2021-02-15,32242.350570831968
2021-02-16,32285.76142605811
2021-02-17,32314.739802069555
2021-02-18,32316.56004628095
2021-02-19,32336.69971988849
2021-02-20,32324.150063909437
2021-02-21,32306.864452134854
2021-02-22,32282.769308389717
2021-02-23,32273.023858895405
2021-02-24,32250.420552126125
2021-02-25,32203.191274407323
2021-02-26,32177.72695135622
2021-02-27,32123.869288322498
2021-02-28,32070.342133302547
2021-03-01,32015.74731380737
2021-03-02,31981.811635938488
2021-03-03,31941.777131653056
2021-03-04,31884.1998667834
2021-03-05,31855.66501149416
2021-03-06,31806.07696376184
2021-03-07,31764.09197319801
2021-03-08,31728.118009558966
2021-03-09,31719.568390523793
2021-03-10,31711.261020706857
2021-03-11,31691.228267811137
2021-03-12,31705.44484731889
2021-03-13,31703.132142361977
2021-03-14,31712.206019233614
2021-03-15,31730.292484183163
2021-03-16,31777.99729671641
2021-03-17,31827.321001784803
2021-03-18,31865.48404056523
2021-03-19,31937.668968176597
2021-03-20,31992.337909668404
2021-03-21,32056.692058035864
2021-03-22,32127.69735708006
2021-03-23,32225.362336037357
2021-03-24,32321.15946771554
2021-03-25,32401.85467401778
2021-03-26,32512.252034614263
2021-03-27,32600.5119015985
2021-03-28,32693.60935115463
2021-03-29,32788.35728253723
2021-03-30,32904.6803351895
2021-03-31,33014.03122766499
2021-04-01,33103.21439360563
2021-04-02,33217.12423238258
2021-04-03,33304.05644051215
2021-04-04,33391.15961074734
2021-04-05,33475.45164923445
2021-04-06,33577.08739826107
2021-04-07,33667.76925489963
2021-04-08,33734.56581190514
2021-04-09,33822.6459498884
2021-04-10,33880.5869158988
2021-04-11,33935.82360075448
2021-04-12,33985.66354771405
2021-04-13,34050.55402084526
2021-04-14,34102.4928261456
2021-04-15,34128.847781040546
2021-04-16,34175.092102818664
2021-04-17,34190.11407164287
2021-04-18,34201.66798735992
2021-04-19,34207.39075384612
2021-04-20,34228.07022273132
2021-04-21,34236.056803384476
2021-04-22,34219.083066623854
2021-04-23,34222.998469615784
2021-04-24,34197.07744578959
2021-04-25,34169.46780362158
2021-04-26,34138.203733029135
2021-04-27,34124.46955913518
2021-04-28,34101.00580219981
2021-04-29,34055.922366637045
2021-04-30,34035.42612360852
2021-05-01,33989.12130617135
2021-05-02,33945.449869264565
2021-05-03,33902.69634892331
2021-05-04,33882.24361619902
2021-05-05,33856.971352388726
2021-05-06,33815.06233980386
2021-05-07,33802.724098465915
2021-05-08,33769.48453920354
2021-05-09,33743.6290138036
2021-05-10,33723.203493590336
2021-05-11,33729.27043006306
2021-05-12,33734.309237078334
2021-05-13,33726.02655123256
2021-05-14,33743.722839136186
2021-05-15,33742.67882328726
2021-05-16,33750.51930311187
2021-05-17,33764.588640493654
2021-05-18,33805.21940011784
2021-05-19,33844.14679178156
2021-05-20,33868.33376680381
2021-05-21,33922.71396775156
2021-05-22,33955.5107881715
2021-05-23,33993.69943564048
2021-05-24,34034.0361800713
2021-05-25,34096.340742944485
2021-05-26,34151.92313575634
2021-05-27,34187.41945653803
2021-05-28,34247.54353609279
2021-05-29,34280.41242798459
2021-05-30,34313.0124259255
2021-05-31,34342.22964058389
2021-06-01,34388.13100648296
2021-06-02,34422.38701066737
2021-06-03,34432.1007053511
2021-06-04,34462.55001924318
2021-06-05,34462.50155206018
2021-06-06,34459.662789672475
2021-06-07,34451.69708310768
2021-06-08,34459.48762313251
2021-06-09,34455.54210398282
2021-06-10,34427.80307099453
2021-06-11,34422.371418854156
2021-06-12,34388.80168472575
2021-06-13,34355.536529086196
2021-06-14,34320.905186452765
2021-06-15,34306.3725285684
2021-06-16,34284.93080532668
2021-06-17,34244.899380755065
2021-06-18,34232.64019544034
2021-06-19,34197.847799222596
2021-06-20,34168.981475948065
2021-06-21,34144.26429723155
2021-06-22,34144.93572675006
2021-06-23,34143.64974393795
2021-06-24,34128.28363508088
2021-06-25,34144.66494543143
2021-06-26,34141.875136235205
2021-06-27,34147.69711435978
2021-06-28,34159.63107263254
2021-06-29,34198.16482949052
2021-06-30,34235.190181362515
2021-07-01,34257.82994996794
2021-07-02,34311.18275437686
2021-07-03,34343.643602318356
2021-07-04,34382.36704528781
2021-07-05,34424.29694985416
2021-07-06,34489.44873556764
2021-07-07,34549.33531097734
2021-07-08,34590.80117149082
2021-07-09,34658.7715393696
2021-07-10,34701.57456320939
2021-07-11,34725.56922567129
2021-07-12,34748.67354497497
2021-07-13,34791.13813590862
2021-07-14,34824.79749522707
2021-07-15,34836.89328010597
2021-07-16,34872.81087271266
2021-07-17,34881.3876115834
2021-07-18,34890.35982729748
2021-07-19,34897.37322284106
2021-07-20,34923.24301792973
2021-07-21,34940.35572224756
2021-07-22,34936.47768145028
2021-07-23,34957.477983951765
2021-07-24,34952.62446156263
2021-07-25,34950.02022936809
2021-07-26,34947.60556068459
2021-07-27,34966.411712923975
2021-07-28,34978.95870228741
2021-07-29,34973.06223763208
2021-07-30,34994.557400592545
2021-07-31,34992.597737581964
2021-08-01,34995.09707793636
2021-08-02,34999.73868380785
2021-08-03,35027.2381044952
2021-08-04,35049.75144472026
2021-08-05,35054.693932339826
2021-08-06,35087.4760210327
2021-08-07,35096.81532577583
2021-08-08,35110.191332019764
2021-08-09,35124.86711605073
2021-08-10,35161.164096817614
2021-08-11,35190.88120193016
2021-08-12,35201.123041136634
2021-08-13,35237.04407319062
2021-08-14,35247.166863388025
2021-08-15,35258.841226331046
2021-08-16,35269.26840262427
2021-08-17,35298.77626028054
2021-08-18,35319.236933234504
2021-08-19,35317.89157737367
2021-08-20,35340.08937102573
2021-08-21,35334.59904714327
2021-08-22,35329.0599842438
2021-08-23,35320.997272296714
2021-08-24,35331.08703830452
2021-08-25,35331.56375526437
2021-08-26,35310.034533958176
2021-08-27,35312.20784162249
2021-08-28,35287.195240440604
2021-08-29,35262.95345817548
2021-08-30,35237.29146366537
2021-08-31,35231.12905239289
2021-09-01,35216.89884407936
2021-09-02,35182.356823009104
2021-09-03,35173.30894608736
2021-09-04,35138.91244046596
2021-09-05,35107.11907975602
2021-09-06,35075.68503749747
2021-09-07,35065.43370129655
2021-09-08,35048.66318452799
2021-09-09,35012.963462952226
2021-09-10,35003.95042863728
2021-09-11,34970.57522502251
2021-09-12,34940.575880839395
2021-09-13,34911.49556335265
2021-09-14,34903.953558733665
2021-09-15,34890.06045188558
2021-09-16,34857.24218843106
2021-09-17,34850.98009179007
2021-09-18,34820.12501528927
2021-09-19,34792.352500394736
2021-09-20,34765.18315869889
2021-09-21,34759.25432852763
2021-09-22,34746.73446893378
2021-09-23,34715.145011523346
2021-09-24,34710.09682649229
2021-09-25,34680.59960896465
2021-09-26,34654.51122125831
2021-09-27,34629.55140611354
2021-09-28,34626.56614553108
2021-09-29,34617.934370833886
2021-09-30,34591.38199847593
2021-10-01,34592.710705095575
2021-10-02,34571.099999863174
2021-10-03,34554.549868522154
2021-10-04,34540.88862217685
2021-10-05,34551.03241588254
2021-10-06,34557.388299459846
2021-10-07,34547.66589339519
2021-10-08,34567.605179546124
2021-10-09,34566.27899650781
2021-10-10,34571.537500552295
2021-10-11,34581.01916698739
2021-10-12,34615.41469603142
2021-10-13,34646.8755452793
2021-10-14,34662.83200646082
2021-10-15,34708.728111937606
2021-10-16,34733.33173402334
2021-10-17,34764.18689609605
2021-10-18,34798.63262104024
2021-10-19,34857.07443248034
2021-10-20,34911.399990934966
2021-10-21,34948.80355907935
2021-10-22,35014.52638169916
2021-10-23,35057.17117367437
2021-10-24,35104.15760084435
2021-10-25,35152.7429851759
2021-10-26,35223.294298687615
2021-10-27,35287.702922069984
2021-10-28,35333.20690111349
2021-10-29,35405.12786939722
2021-10-30,35452.18095480399
2021-10-31,35501.92471638012
2021-11-01,35551.77553691275
2021-11-02,35622.27275569463
2021-11-03,35685.48625642116
2021-11-04,35728.83149356595
2021-11-05,35772.77925054344
2021-11-06,35791.21933763163
2021-11-07,35811.84422619374
2021-11-08,35832.17854259092
2021-11-09,35872.84024883849
2021-11-10,35905.94550345621
2021-11-11,35918.92229575006
2021-11-12,35957.240340956014
2021-11-13,35969.71582065341
2021-11-14,35983.95822023654
2021-11-15,35997.383825005476
2021-11-16,36030.48222107364
2021-11-17,36055.227500281486
2021-11-18,36058.89905865402
2021-11-19,36086.81924026007
2021-11-20,36087.66615053094
2021-11-21,36088.92861369868
2021-11-22,36087.9275506547
2021-11-23,36105.089839062945
2021-11-24,36112.3660805997
2021-11-25,36097.05690955854
2021-11-26,36104.55486693064
2021-11-27,36083.65997161666
2021-11-28,36062.03581323203
2021-11-29,36037.23034043758
2021-11-30,36029.94735637255
2021-12-01,36012.46015063127
2021-12-02,35972.43196252412
2021-12-03,35955.65041555074
2021-12-04,35911.33422358878
2021-12-05,35867.579211156415
2021-12-06,35822.36808311758
2021-12-07,35796.83025343396
2021-12-08,35763.64348885088
2021-12-09,35710.84240794117
2021-12-10,35684.54133044108
2021-12-11,35634.23013130644
2021-12-12,35588.2104841668
2021-12-13,35544.597249854254
2021-12-14,35524.57160797623
2021-12-15,35500.77793467663
2021-12-16,35461.1296650269
2021-12-17,35451.53177691673
2021-12-18,35421.17863142486
2021-12-19,35397.99456987144
2021-12-20,35379.64197193656
2021-12-21,35386.78325478775
2021-12-22,35391.488633630834
2021-12-23,35381.054638596135
2021-12-24,35400.74072622981
2021-12-25,35399.0823742724
2021-12-26,35403.347674801546
2021-12-27,35410.56171626241
2021-12-28,35440.784802816095
2021-12-29,35465.535893980436
2021-12-30,35471.625828192926
2021-12-31,35503.90725551611
2022-01-01,35510.59928509326
2022-01-02,35518.7532132964
2022-01-03,35525.2848676221
2022-01-04,35550.25631276433
2022-01-05,35565.301208823716
2022-01-06,35557.45675841648
2022-01-07,35571.90945967069
2022-01-08,35557.31273292239
2022-01-09,35541.24323321493
2022-01-10,35521.2200613311
2022-01-11,35517.97297310553
2022-01-12,35503.851150842216
2022-01-13,35466.637407746195
2022-01-14,35452.27517767661
2022-01-15,35410.166832775445
2022-01-16,35368.610635765166
2022-01-17,35325.801041235514
2022-01-18,35303.078940836815
2022-01-19,35273.32389169454
2022-01-20,35224.75364194258
2022-01-21,35203.63870413342
2022-01-22,35159.59086209301
2022-01-23,35120.99319608661
2022-01-24,35085.99654597916
2022-01-25,35075.76913405665
2022-01-26,35062.891431177915
2022-01-27,35035.16154047985
2022-01-28,35038.31872634178
2022-01-29,35021.3437705841
2022-01-30,35011.903461664224
2022-01-31,35007.36378897334
2022-02-01,35028.05815673029
2022-02-02,35045.702244850334
2022-02-03,35047.2202974128
2022-02-04,35077.489948308066
2022-02-05,35084.66373684975
2022-02-06,35095.63409259564
2022-02-07,35107.0658512939
2022-02-08,35138.68213580566
2022-02-09,35161.69479067512
2022-02-10,35162.64376548579
2022-02-11,35186.15223412049
2022-02-12,35180.255351424996
2022-02-13,35171.86925260423
2022-02-14,35157.82426488018
2022-02-15,35158.148156360316
2022-02-16,35144.49068513987
2022-02-17,35103.95399891237
2022-02-18,35081.83590359377
2022-02-19,35026.94420352458
2022-02-20,34967.04908100799
2022-02-21,34899.897898606876
2022-02-22,34846.47870335896
2022-02-23,34779.424178330904
2022-02-24,34686.82108964629
2022-02-25,34614.93274779654
2022-02-26,34513.49317563647
2022-02-27,34411.14041769866
2022-02-28,34306.413806460856
2022-03-01,34221.001851646804
2022-03-02,34128.1328297488
2022-03-03,34016.37339500954
2022-03-04,33932.342926778336
2022-03-05,33826.00244155924
2022-03-06,33726.085557400365
2022-03-07,33631.09630893749
2022-03-08,33562.560389428785
2022-03-09,33493.42174001054
2022-03-10,33411.8495848472
2022-03-11,33363.96335873139
2022-03-12,33299.13402922781
2022-03-13,33245.42894747622
2022-03-14,33200.62464320612
2022-03-15,33185.473743511626
2022-03-16,33172.11753538151
2022-03-17,33147.90887798331
2022-03-18,33158.15253665764
2022-03-19,33151.42109393501
2022-03-20,33155.01326142045
2022-03-21,33165.97874173364
2022-03-22,33204.39560355961
2022-03-23,33241.79152748835
2022-03-24,33264.97352312746
2022-03-25,33318.77314158938
2022-03-26,33351.36534759918
2022-03-27,33389.727938219956
2022-03-28,33430.66577063767
2022-03-29,33494.085919874364
2022-03-30,33551.41531973184
2022-03-31,33589.42571315884
2022-04-01,33652.97318348122
2022-04-02,33690.31069082007
2022-04-03,33728.540764454105
2022-04-04,33764.632872101
2022-04-05,33818.691831767756
2022-04-06,33862.36904268701
2022-04-07,33882.68155624571
2022-04-08,33924.746418783034
2022-04-09,33937.08883222857
2022-04-10,33947.091363130225
2022-04-11,33952.008757405725
2022-04-12,33972.23471936593
2022-04-13,33979.712382443904
2022-04-14,33961.75340442494
2022-04-15,33963.77299619487
2022-04-16,33934.599277852794
2022-04-17,33901.92401783035
2022-04-18,33863.31912191568
2022-04-19,33839.505032555564
2022-04-20,33802.762568010905
2022-04-21,33740.752944669686
2022-04-22,33699.25311817807
2022-04-23,33627.464687255735
2022-04-24,33553.46329567444
2022-04-25,33475.21281440262
2022-04-26,33413.83041889982
2022-04-27,33341.99408817229
2022-04-28,33247.75730978377
2022-04-29,33197.34219589099
2022-04-30,33120.24945753106
2022-05-01,33044.892185736055
2022-05-02,32969.538075035074
2022-05-03,32915.56635734609
2022-05-04,32855.86723957405
2022-05-05,32778.64889468539
2022-05-06,32730.159497881592
2022-05-07,32659.982946729455
2022-05-08,32596.475622682457
2022-05-09,32537.768911575546
2022-05-10,32505.024033116388
2022-05-11,32470.83112591487
2022-05-12,32423.01776255199
2022-05-13,32407.374461764546
2022-05-14,32372.955858626352
2022-05-15,32347.524856157725
2022-05-16,32328.56438496385
2022-05-17,32336.543173709484
2022-05-18,32343.327275978812
2022-05-19,32336.002277381445
2022-05-20,32359.613455383813
2022-05-21,32362.48222132342
2022-05-22,32371.66580815776
2022-05-23,32383.98445159107
2022-05-24,32419.302079501296
2022-05-25,32448.95186899565
2022-05-26,32459.571221205995
2022-05-27,32495.853075629373
2022-05-28,32505.871576079684
2022-05-29,32516.54877710894
2022-05-30,32524.686414941847
2022-05-31,32550.2485924394
2022-06-01,32564.78663580307
2022-06-02,32555.270639189253
2022-06-03,32566.83465486508
2022-06-04,32548.09364672986
2022-06-05,32526.599069991786
2022-06-06,32499.857339503844
2022-06-07,32488.597333768746
2022-06-08,32465.178541705416
2022-06-09,32417.40476094551
2022-06-10,32391.250731177577
2022-06-11,32336.160268603253
2022-06-12,32280.483223236737
2022-06-13,32222.47597916195
2022-06-14,32183.552088943725
2022-06-15,32136.67506822152
2022-06-16,32070.158641732844
2022-06-17,32030.382160009216
2022-06-18,31967.080032692225
2022-06-19,31908.772716628206
2022-06-20,31853.764125877708
2022-06-21,31823.39212838739
2022-06-22,31790.42415329448
2022-06-23,31742.863122389885
2022-06-24,31726.671273553708
2022-06-25,31691.07050092881
2022-06-26,31663.986464919293
2022-06-27,31643.060997758625
2022-06-28,31648.91908077774
2022-06-29,31653.581991893578
2022-06-30,31644.29138590361
2022-07-01,31666.25141101674
2022-07-02,31667.947020938213
2022-07-03,31676.605281458
2022-07-04,31689.223766503168
2022-07-05,31725.851923724236
2022-07-06,31758.0166571842
2022-07-07,31772.556593009638
2022-07-08,31814.371896537483
2022-07-09,31831.747633094597
2022-07-10,31851.817375893606
2022-07-11,31871.591134286515
2022-07-12,31911.233534469902
2022-07-13,31942.48362395299
2022-07-14,31952.480957143736
2022-07-15,31986.505084020588
2022-07-16,31993.286741945652
2022-07-17,32000.457807584757
2022-07-18,32005.564471141868
2022-07-19,32029.329978442413
2022-07-20,32044.05873854037
2022-07-21,32037.446881631982
2022-07-22,32055.306806011606
2022-07-23,32046.864408856713
2022-07-24,32040.19641989692
2022-07-25,32033.23261999722
2022-07-26,32047.009559415124
2022-07-27,32054.06778519864
2022-07-28,32042.257811714753
2022-07-29,32057.46245632312
2022-07-30,32048.894250885023
2022-07-31,32044.53529715977
2022-08-01,32042.144232547427
2022-08-02,32062.516744963745
2022-08-03,32077.891415733877
2022-08-04,32075.765846617218
2022-08-05,32101.63037634872
2022-08-06,32104.277751562866
2022-08-07,32111.25575540758
2022-08-08,32119.887087326373
2022-08-09,32150.542562370538
2022-08-10,32175.059051632048
2022-08-11,32180.56678582228
2022-08-12,32212.233025756737
2022-08-13,32218.580203671125
2022-08-14,32226.94532533542
2022-08-15,32234.504766155907
2022-08-16,32261.550426229507
2022-08-17,32279.908621554983
2022-08-18,32276.766348423134
2022-08-19,32297.411997755753
2022-08-20,32290.548751279865
2022-08-21,32283.747627774916
2022-08-22,32274.46453512176
2022-08-23,32283.307552615075
2022-08-24,32282.44610893527
2022-08-25,32259.427000646738
2022-08-26,32259.904645999373
2022-08-27,32232.944124414294
2022-08-28,32206.464279317846
2022-08-29,32178.24553123187
2022-08-30,32169.188890023008
2022-08-31,32151.71806181534
2022-09-01,32113.589784749096
2022-09-02,32100.61993174471
2022-09-03,32061.98402440682
2022-09-04,32025.65947771349
2022-09-05,31989.434212073513
2022-09-06,31974.168060070122
2022-09-07,31952.198753171662
2022-09-08,31911.157467782454
2022-09-09,31896.701274799245
2022-09-10,31857.820910138846
2022-09-11,31822.290934021188
2022-09-12,31787.686646672173
2022-09-13,31774.653910406432
2022-09-14,31755.323386330754
2022-09-15,31717.13389700233
2022-09-16,31705.572008464907
2022-09-17,31669.486023400597
2022-09-18,31636.54125928191
2022-09-19,31604.24082293863
2022-09-20,31593.197917449772
2022-09-21,31575.551120964166
2022-09-22,31538.787327337228
2022-09-23,31528.479468010497
2022-09-24,31493.597279118734
2022-09-25,31461.958103542423
2022-09-26,31431.24209472954
2022-09-27,31422.258047958952
2022-09-28,31407.35151649046
2022-09-29,31374.22014129298
2022-09-30,31368.64356579973
2022-10-01,31339.786456811475
2022-10-02,31315.641875277528
2022-10-03,31294.03960657624
2022-10-04,31295.90589985419
2022-10-05,31293.66647177365
2022-10-06,31275.057869074088
2022-10-07,31285.854689743304
2022-10-08,31275.171270940424
2022-10-09,31270.90513044634
2022-10-10,31270.746769107714
2022-10-11,31295.442236668245
2022-10-12,31317.200225813674
2022-10-13,31323.50865794163
2022-10-14,31359.868093510897
2022-10-15,31375.10037752216
2022-10-16,31396.799585103494
2022-10-17,31422.349635792874
2022-10-18,31472.194730700223
2022-10-19,31518.254127810447
2022-10-20,31547.745976084527
2022-10-21,31605.927312887015
2022-10-22,31641.40842887759
2022-10-23,31681.6084875082
2022-10-24,31723.776624234048
2022-10-25,31788.26457516626
2022-10-26,31846.94228842011
2022-10-27,31887.021221343806
2022-10-28,31953.792455849376
2022-10-29,31995.937908060274
2022-10-30,32040.98163361682
2022-10-31,32086.30560649626
2022-11-01,32152.41620749627
2022-11-02,32211.353089775013
2022-11-03,32250.505359586958
2022-11-04,32315.342452625788
2022-11-05,32354.718235506272
2022-11-06,32396.31558390623
2022-11-07,32437.656053989984
2022-11-08,32499.361102671108
2022-11-09,32553.556716760733
2022-11-10,32587.686548441885
2022-11-11,32647.24105783948
2022-11-12,32681.0612692445
2022-11-13,32716.784423163692
2022-11-14,32751.85612349824
2022-11-15,32806.79537004873
2022-11-16,32853.60422446282
2022-11-17,32879.58705152851
2022-11-18,32930.08664184556
2022-11-19,32953.795594202
2022-11-20,32978.20998494895
2022-11-21,33000.649649959814
2022-11-22,33041.5311853026
2022-11-23,33072.7851292992
2022-11-24,33081.68199019187
2022-11-25,33113.57416457496
2022-11-26,33117.21188951634
2022-11-27,33120.20005374466
2022-11-28,33120.02003215592
2022-11-29,33137.30253498766
2022-11-30,33144.24287073092
2022-12-01,33128.42327769616
2022-12-02,33135.54941589601
2022-12-03,33114.759264312794
2022-12-04,33094.07140482286
2022-12-05,33071.39706312164
2022-12-06,33067.802149153
2022-12-07,33055.91098570875
2022-12-08,33023.71670028495
2022-12-09,33017.3057136375
2022-12-10,32986.15492373865
2022-12-11,32958.56892159242
2022-12-12,32932.68195545734
2022-12-13,32929.711212745235
2022-12-14,32922.353405507834
2022-12-15,32898.58989294134
2022-12-16,32904.40798536886
2022-12-17,32889.09718492653
2022-12-18,32880.687795710255
2022-12-19,32876.95665196425
2022-12-20,32898.68649904737
2022-12-21,32918.0709116413
2022-12-22,32922.529815773225
2022-12-23,32957.443030326685
2022-12-24,32971.46029779259
2022-12-25,32991.95490187714
2022-12-26,33016.04524421682
2022-12-27,33063.87050726558
2022-12-28,33107.01185962795
2022-12-29,33132.32383333674
2022-12-30,33184.682854782404
2022-12-31,33212.31098032467
2023-01-01,33242.24154256132
2023-01-02,33271.35072622022
2023-01-03,33319.64089614392
2023-01-04,33358.66688687467
2023-01-05,33375.36970201828
2023-01-06,33414.82449514994
2023-01-07,33425.56084873281
2023-01-08,33435.02209982308
2023-01-09,33440.58785155919
2023-01-10,33462.84568790541
2023-01-11,33474.003566787615
2023-01-12,33461.707669739866
2023-01-13,33471.77296592577
2023-01-14,33453.48493950319
2023-01-15,33435.03969690314
2023-01-16,33414.54708391804
2023-01-17,33413.28333118568
2023-01-18,33404.085201228656
2023-01-19,33375.15089680724
2023-01-20,33372.755440724046
2023-01-21,33346.53938671183
2023-01-22,33324.9384357912
2023-01-23,33306.17888310934
2023-01-24,33311.525638009385
2023-01-25,33313.67493733968
2023-01-26,33300.55707694577
2023-01-27,33318.056852849804
2023-01-28,33315.31046935759
2023-01-29,33320.14630463354
2023-01-30,33330.09419794762
2023-01-31,33365.649670116734
2023-02-01,33398.68480395297
2023-02-02,33416.27066459212
2023-02-03,33463.418465765586
2023-02-04,33488.39772602379
2023-02-05,33518.19827774261
2023-02-06,33549.56026464073
2023-02-07,33602.25802379885
2023-02-08,33647.52908976019
2023-02-09,33671.91275029145
2023-02-10,33720.004960091406
2023-02-11,33739.787517406156
2023-02-12,33758.098096641785
2023-02-13,33771.66507897252
2023-02-14,33800.39296389554
2023-02-15,33815.7895694767
2023-02-16,33804.79950454447
2023-02-17,33812.55085441329
2023-02-18,33787.67319795204
2023-02-19,33757.75383345264
2023-02-20,33720.35650325511
2023-02-21,33696.28880211005
2023-02-22,33658.00992225521
2023-02-23,33593.44369499399
2023-02-24,33548.70436556267
2023-02-25,33473.39372002053
2023-02-26,33396.036935261545
2023-02-27,33315.08191585434
2023-02-28,33252.14874461415
2023-03-01,33180.42129905229
2023-03-02,33088.44634027585
2023-03-03,33022.84779744323
2023-03-04,32933.61508601645
2023-03-05,32849.532979170624
2023-03-06,32769.17787061835
2023-03-07,32714.167056194558
2023-03-08,32657.553014257133
2023-03-09,32587.62785040413
2023-03-10,32550.645424891994
2023-03-11,32496.119739612695
2023-03-12,32452.266794319217
2023-03-13,32417.014401945213
2023-03-14,32411.266213588948
2023-03-15,32407.311539040973
2023-03-16,32392.64572793424
2023-03-17,32412.708234329686
2023-03-18,32416.196561527817
2023-03-19,32430.522942199612
2023-03-20,32452.837923534218
2023-03-21,32503.3068300192
2023-03-22,32553.53046029805
2023-03-23,32590.374607010515
2023-03-24,32658.715402563725
2023-03-25,32706.758625371087
2023-03-26,32761.499816562016
2023-03-27,32819.7494267882
2023-03-28,32901.409066937485
2023-03-29,32977.89036645933
2023-03-30,33035.941215076025
2023-03-31,33120.38660977719
2023-04-01,33179.44248438968
2023-04-02,33240.16962946822
2023-04-03,33299.4921858164
2023-04-04,33377.4670461056
2023-04-05,33445.69591728423
2023-04-06,33491.14504883978
2023-04-07,33558.88005124694
2023-04-08,33597.37435136922
2023-04-09,33633.95852425266
2023-04-10,33665.835075083865
2023-04-11,33713.3450530589
2023-04-12,33748.37825354162
2023-04-13,33758.1919747624
2023-04-14,33788.14567468645
2023-04-15,33787.00996017603
2023-04-16,33782.41700250414
2023-04-17,33771.87678312599
2023-04-18,33776.045364189005
2023-04-19,33767.13674316744
2023-04-20,33732.74305917969
2023-04-21,33718.57030428484
2023-04-22,33673.74779379483
2023-04-23,33626.27833319204
2023-04-24,33574.0533573891
2023-04-25,33538.11914265397
2023-04-26,33491.08559499042
2023-04-27,33420.94236876727
2023-04-28,33373.78949877059
